,WorfClass_cat_Private,Education NumCat_Medium,Education NumCat_High,AgeCat_Young,AgeCat_Middle_aged,Hours/WeekCat_Medium,Hours/WeekCat_High,Marital Status_cat_Single,Marital Status_cat_married,Occupa_cat_Highskill,Occupa_cat_Lowskill,Relationship_ Husband,Relationship_ Not-in-family,Sex_ Female,Sex_ Male
12590,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False
12591,True,True,False,False,False,False,True,False,True,True,False,True,False,False,True
12592,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True
12593,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True
12594,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False
12595,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True
12596,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12597,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True
12598,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True
12599,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
12600,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
12601,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
12602,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
12603,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
12604,True,False,True,False,True,False,False,False,True,True,False,True,False,False,True
12605,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True
12606,True,False,True,True,False,True,False,False,True,True,False,True,False,False,True
12607,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False
12608,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False
12610,True,False,True,False,True,False,False,True,False,False,True,False,True,True,False
12611,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
12612,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12613,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True
12614,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
12615,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
12616,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True
12617,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True
12618,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
12619,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True
12620,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True
12621,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True
12622,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False
12623,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
12624,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True
12625,True,False,True,False,True,False,False,False,True,True,False,True,False,False,True
12626,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
12628,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False
12629,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True
12630,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12631,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12632,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
12633,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False
12634,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True
12635,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True
12636,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True
12637,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False
12638,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
12639,True,False,True,False,True,False,True,True,False,False,True,False,True,True,False
12640,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12641,True,True,False,True,False,False,True,True,False,False,True,False,False,False,True
12642,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False
12644,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False
12645,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
12646,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12647,True,False,True,True,False,False,True,False,True,True,False,True,False,False,True
12648,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
12649,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12650,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
12652,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
12653,True,True,False,True,False,False,True,True,False,False,True,False,False,False,True
12654,True,True,False,False,True,True,False,True,False,True,False,False,False,False,True
12656,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
12657,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
12658,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
12659,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True
12660,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False
12661,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False
12662,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
12663,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False
12664,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
12665,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True
12666,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
12668,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
12669,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True
12670,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True
12671,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
12672,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False
12673,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False
12674,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False
12675,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
12676,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
12677,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
12678,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True
12679,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True
12680,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True
12681,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
12682,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
